payCardBank,corridorID,corridorName,direction,tapInStops,tapInStopsName,tapInStopsLat,tapInStopsLon,stopStartSeq,tapInTime,tapOutStops,tapOutStopsName,tapOutStopsLat,tapOutStopsLon,stopEndSeq,tapOutTime,payAmount,date,hour,day_of_week,is_weekend,trip_duration_min,trip_distance_km,avg_speed_kmh
dki,JAK.43C,Sarana Jaya - Tebet Eco Park (TEP) - Stasiun Cawang,1.0,B06269P,Jln. Tebet Barat Raya,-6.233919,106.85064,5,2023-04-18 20:24:50,B06277P,Jln.Tebet Barat V,-6.233937,106.8477,6.0,2023-04-18 21:27:03,0.0,2023-04-18,20,Tuesday,0,62.21666666666667,0.32498615752777193,0.3134074918564101
emoney,8,Lebak Bulus - Pasar Baru via Tomang,1.0,P00187,Pos Pengumben,-6.212935,106.77226,14,2023-04-18 20:15:06,P00172,Permata Hijau,-6.221427,106.78325,16.0,2023-04-18 21:13:27,3500.0,2023-04-18,20,Tuesday,0,58.35,1.5386646486668496,1.5821744459299225
dki,JAK.43B,Tongtek - Tebet Eco Park (TEP) - Cililitan,1.0,B00591P,Gebu Minang,-6.225359,106.85576,27,2023-04-18 20:39:53,B01989P,Klinik Firdausy,-6.217111,106.85528,40.0,2023-04-18 21:52:07,0.0,2023-04-18,20,Tuesday,0,72.23333333333333,0.9186692963578778,0.763084787007005
dki,11Q,Kampung Melayu - Pulo Gebang via BKT,1.0,B00195P,Buaran Plaza,-6.217983,106.9235,21,2023-04-18 17:01:04,P00174,Perumnas Klender,-6.216689,106.93054,24.0,2023-04-18 17:55:49,3500.0,2023-04-18,17,Tuesday,0,54.75,0.7913980628370936,0.8672855483146231
brizzi,4B,Stasiun Manggarai - UI,1.0,B02045P,Komplek Keuangan,-6.234028,106.84417,34,2023-04-18 18:20:21,B04573P,Sbr. Transvision Tebet,-6.229498,106.8471,37.0,2023-04-18 20:16:06,3500.0,2023-04-18,18,Tuesday,0,115.75,0.5988509325006645,0.3104194898491565
dki,7F,Kampung Rambutan - Juanda via Pasar Baru,1.0,P00247,Tanah Merdeka Arah Timur,-6.307866,106.87389,15,2023-04-18 19:52:03,P00101,Kampung Rambutan,-6.309885,106.88216,16.0,2023-04-18 21:30:21,3500.0,2023-04-18,19,Tuesday,0,98.3,0.9411807314184599,0.5744745054436174
online,M12,Sunter Boulevard Barat - Penjaringan,0.0,P00092,Jembatan Merah,-6.146731,106.83427,6,2023-04-18 21:57:09,P00170,Penjaringan,-6.126306,106.79203,12.0,2023-04-18 23:19:51,3500.0,2023-04-18,21,Tuesday,0,82.7,5.192945575277371,3.7675542263197372
dki,BW9,Monas - Pantai Indah Kapuk,1.0,B06040P,Pantai Maju,-6.093637,106.75068,0,2023-04-18 19:05:38,B06043P,Seberang Food Street,-6.093258,106.74379,2.0,2023-04-18 19:57:28,0.0,2023-04-18,19,Tuesday,0,51.833333333333336,0.7629692395353422,0.8831798271148655
dki,9N,Pinang Ranti - Pramuka,1.0,P00064,Garuda Taman Mini,-6.290154,106.88116,1,2023-04-18 20:22:02,P00179,Pinang Ranti,-6.291075,106.88634,2.0,2023-04-18 22:10:51,3500.0,2023-04-18,20,Tuesday,0,108.81666666666666,0.5816089257646098,0.32069109094081716
dki,JAK.16,Cililitan - Condet,1.0,B06897P,Jln. Munggang,-6.276186,106.852082,6,2023-04-18 17:59:17,B00410P,Gg. Ayama,-6.27204,106.8671,29.0,2023-04-18 19:35:18,0.0,2023-04-18,17,Tuesday,0,96.01666666666667,1.7227534216199494,1.0765339902502722
dki,10H,Tanjung Priok - Blok M,1.0,P00147,Pasar Baru,-6.166129,106.83483,13,2023-04-18 21:33:04,P00092,Jembatan Merah,-6.146731,106.83427,15.0,2023-04-18 22:38:21,3500.0,2023-04-18,21,Tuesday,0,65.28333333333333,2.157847489438169,1.983214440126987
dki,8M,S. Parman - Tanah Abang,0.0,B00249P,Cideng Timur,-6.166537,106.81073,6,2023-04-18 18:28:38,,Pharmin,-6.182988,106.81306,15.0,2023-04-18 19:52:43,3500.0,2023-04-18,18,Tuesday,0,84.08333333333333,1.8473138536013323,1.3182021551961935
online,JAK.27,Pulo Gebang - Rorotan,1.0,B01519P,Jln. Pulau Sangiyang Lingkar Timur,-6.193412,106.94376,35,2023-04-18 17:23:13,B04680P,Sentra Timur,-6.20556,106.94787,44.0,2023-04-18 19:05:37,0.0,2023-04-18,17,Tuesday,0,102.4,1.4251572672517003,0.8350530862802931
emoney,JAK.48A,Stasiun Tebet - Rusun Karet Tengsin,0.0,,Viva Futsal,-6.218724,106.81944,13,2023-04-18 21:40:57,B02995P,PU Irigasi,-6.201479,106.81079,20.0,2023-04-18 22:49:26,,2023-04-18,21,Tuesday,0,68.48333333333333,2.1427379797710504,1.8773075510284207
dki,2E,Rusun Rawa Bebek - Kodamar,1.0,B00032P,Al Wathoniyah 2,-6.192425,106.93568,13,2023-04-18 18:44:33,B03091P,Raya Pulo Gebang Akses St. Cakung,-6.216671,106.95301,25.0,2023-04-18 19:39:19,0.0,2023-04-18,18,Tuesday,0,54.766666666666666,3.307351541971352,3.6233918293051937
flazz,4,Pulo Gadung 2 - Tosari,0.0,P00152,Pasar Genjing,-6.194446,106.86092,11,2023-04-18 20:09:18,P00135,Matraman 2,-6.19891,106.8545,12.0,2023-04-18 21:31:23,3500.0,2023-04-18,20,Tuesday,0,82.08333333333333,0.8660612051790142,0.633059967237452
dki,1A,Pantai Maju - Balai Kota,1.0,,Mangga Besar Arah Utara,-6.15325,106.817536,4,2023-04-18 19:35:18,B00917P,Jln. BB Utara,-6.120279,106.79409,13.0,2023-04-18 21:13:38,3500.0,2023-04-18,19,Tuesday,0,98.33333333333333,4.490016949762564,2.739671359177158
flazz,8C,Kebayoran Lama - Tanah Abang,1.0,P00083,Jak Lingko Tanah Abang,-6.185496,106.81105,0,2023-04-18 19:02:12,B05505P,St. Tanah Abang 3,-6.183388,106.8122,2.0,2023-04-18 20:56:36,3500.0,2023-04-18,19,Tuesday,0,114.4,0.2666549759629398,0.1398540083721712
emoney,D32,Cinere - Bundaran Senayan,1.0,B00221P,Bundaran Senayan 1,-6.227445,106.80187,0,2023-04-18 18:26:24,B06644P,Gerbang Tol Brigif,-6.343523,106.79725,1.0,2023-04-18 20:16:24,20000.0,2023-04-18,18,Tuesday,0,110.0,12.917381452948302,7.045844428880892
dki,11P,Rusun Pondok Bambu - Walikota Jakarta Timur,0.0,B02307P,Masjid Jami Al Barkah 1,-6.229411,106.91212,5,2023-04-18 17:14:27,B05885P,Wisma Atlet Radin Inten,-6.223513,106.92322,10.0,2023-04-18 18:17:22,0.0,2023-04-18,17,Tuesday,0,62.916666666666664,1.3912571939770704,1.3267618273688617
dki,3A,Rusun Pesakih - Kalideres,0.0,B03286P,Rusun Pesakih,-6.161468,106.71698,0,2023-04-18 20:47:46,B06657P,Pesakih 2,-6.154977,106.71523,3.0,2023-04-18 22:19:57,0.0,2023-04-18,20,Tuesday,0,92.18333333333334,0.747245943639714,0.4863651052437118
flazz,JAK.60,Kelapa Gading - Rusun Kemayoran,0.0,B03447P,Sbr. Apartemen Gading Nias,-6.154013,106.91607,10,2023-04-18 17:08:49,B01064P,Jln. Gading Batavia,-6.148939,106.90002,22.0,2023-04-18 18:00:47,0.0,2023-04-18,17,Tuesday,0,51.96666666666667,1.8619423731342701,2.149773105607239
flazz,8K,Batusari - Grogol,1.0,B01035P,Jln. Delima Raya,-6.173827,106.78413,7,2023-04-18 17:08:34,B01411P,Jln. Musyawarah Panjang Arteri,-6.200859,106.76922,23.0,2023-04-18 18:03:54,3500.0,2023-04-18,17,Tuesday,0,55.333333333333336,3.4280778841328288,3.7171928864090913
flazz,B11,Summarecon Bekasi - BNN,1.0,B00108P,Bandar Djakarta Bekasi,-6.227085,106.99683,5,2023-04-18 17:22:50,P00236,Summarecon Bekasi,-6.225566,107.00281,6.0,2023-04-18 18:52:47,3500.0,2023-04-18,17,Tuesday,0,89.95,0.6822614891652552,0.4550938226783247
emoney,JAK.49,Lebak Bulus - Cipulir,1.0,B03217P,RSUD Pesanggrahan,-6.258241,106.75706,33,2023-04-18 20:53:04,B02248P,Masjid Al Jihad Ulujami,-6.254771,106.76348,41.0,2023-04-18 22:28:48,0.0,2023-04-18,20,Tuesday,0,95.73333333333333,0.8077359731083364,0.5062412087726342
flazz,JAK.43C,Sarana Jaya - Tebet Eco Park (TEP) - Stasiun Cawang,0.0,B06675P,Tebet Eco Park Selatan 5,-6.241581,106.85242,5,2023-04-18 18:07:30,B06706P,Jln. Tebet Timur Dalam VIII J,-6.242064,106.85845,6.0,2023-04-18 19:47:56,0.0,2023-04-18,18,Tuesday,0,100.43333333333334,0.6686908461412989,0.3994834128955652
dki,1,Blok M - Kota,0.0,P00012,Bendungan Hilir,-6.217137,106.81528,6,2023-04-18 19:03:46,P00010,Bank Indonesia Arah Utara,-6.182776,106.8228,12.0,2023-04-18 20:40:24,3500.0,2023-04-18,19,Tuesday,0,96.63333333333334,3.9101568008064063,2.4278310594865578
dki,JAK.35,Pangkalan Jati - Rawamangun,1.0,B05742P,Tip Top Rawamangun,-6.201153,106.88606,4,2023-04-18 19:52:42,B02966P,Pos Rw 06 Pondok Bambu,-6.229454,106.90441,19.0,2023-04-18 21:26:16,0.0,2023-04-18,19,Tuesday,0,93.56666666666666,3.744021311690774,2.400868671550906
emoney,JAK.106,Terminal Kampung Melayu - Terminal Klender,0.0,B06765P,SKKT Pondok Bambu,-6.223195,106.895498,17,2023-04-18 21:34:58,B00922P,Jln. Bekasi Timur VI,-6.214956,106.87866,24.0,2023-04-18 23:06:55,0.0,2023-04-18,21,Tuesday,0,91.95,2.074529470968299,1.3536897037313533
online,1E,Pondok Labu - Blok M,0.0,B00897P,Jln. Banjarsari II,-6.291119,106.79511,8,2023-04-18 19:45:08,B01610P,Jln. Sungai Sambas VI,-6.246441,106.7978,19.0,2023-04-18 20:53:42,3500.0,2023-04-18,19,Tuesday,0,68.56666666666666,4.976856245404249,4.355051648871001
dki,10A,Rusun Marunda - Tanjung Priok,1.0,B02170P,Madya Kebantenan,-6.114347,106.9265,2,2023-04-18 18:44:02,B05530P,STIP,-6.104402,106.95904,4.0,2023-04-18 20:31:30,0.0,2023-04-18,18,Tuesday,0,107.46666666666667,3.763847869978758,2.1014038976308202
brizzi,6,Ragunan - Dukuh Atas 2,1.0,P00164,Pejaten,-6.278404,106.82972,13,2023-04-18 19:52:04,P00048,Departemen Pertanian,-6.294641,106.82213,16.0,2023-04-18 21:10:52,3500.0,2023-04-18,19,Tuesday,0,78.8,1.9908473528176611,1.5158736188966964
bni,M10,PGC 2 - Tanjung Priok,1.0,P00248,Tanjung Priok,-6.10959,106.88214,0,2023-04-18 21:49:58,P00162,Pedati Prumpung,-6.22016,106.87439,15.0,2023-04-18 22:53:07,3500.0,2023-04-18,21,Tuesday,0,63.15,12.324639562203417,11.709871318007998
brizzi,JIS3,Harmoni - Jakarta International Stadium,1.0,P00291,Harmoni Arah Utara,-6.162678,106.819663,0,2023-04-18 20:48:08,P00294,Sawah Besar Arah Selatan,-6.157368,106.818661,4.0,2023-04-18 21:59:44,3500.0,2023-04-18,20,Tuesday,0,71.6,0.6007464097526619,0.5034187791223425
dki,JAK.10,Tanah Abang - Kota,1.0,B02702P,Pecenongan 2,-6.167856,106.8275,30,2023-04-18 19:07:43,B03483P,Sbr. Dinas Kesehatan DKI Jakarta,-6.171269,106.81508,34.0,2023-04-18 20:02:14,0.0,2023-04-18,19,Tuesday,0,54.516666666666666,1.4245250492007855,1.5678050067633225
bni,JAK.72,Kampung Rambutan - Pasar Rebo via Poncol,1.0,B03898P,Sbr. Kec. Ciracas,-6.320058,106.88301,22,2023-04-18 17:08:10,B03665P,Sbr. Jln. Bungur VIII Rambutan,-6.316067,106.88491,25.0,2023-04-18 18:52:55,0.0,2023-04-18,17,Tuesday,0,104.75,0.4909525131614747,0.28121385002089244
brizzi,JAK.28,Kp. Rambutan - Taman Wiladatika,1.0,B01907P,Kel. Cibubur,-6.349525,106.87666,9,2023-04-18 17:32:28,B02188P,Mall Cijantung,-6.312041,106.86245,28.0,2023-04-18 19:20:01,0.0,2023-04-18,17,Tuesday,0,107.55,4.454073945004711,2.4848390209231304
bni,JAK.60,Kelapa Gading - Rusun Kemayoran,1.0,B01123P,Jln. H. Mawar Sunter,-6.157856,106.86771,4,2023-04-18 21:11:48,B02468P,Mitra Gading Villa,-6.144694,106.90375,28.0,2023-04-18 22:29:42,0.0,2023-04-18,21,Tuesday,0,77.9,4.244685021529094,3.2693337778144493
online,6,Ragunan - Dukuh Atas 2,1.0,P00222,Setiabudi Utara,-6.209189,106.830237,1,2023-04-18 21:17:46,P00103,Karet Kuningan,-6.21667,106.830737,3.0,2023-04-18 22:44:56,3500.0,2023-04-18,21,Tuesday,0,87.16666666666667,0.8336834186490287,0.5738547432383371
brizzi,6N,Ragunan - Blok M via Kemang,0.0,B01265P,Kemang Raya 40,-6.265429,106.81602,16,2023-04-18 20:43:07,B03048P,Puskesmas Kebayoran Baru,-6.247225,106.80572,24.0,2023-04-18 22:15:00,3500.0,2023-04-18,20,Tuesday,0,91.88333333333334,2.322392491983057,1.5165269310972258
dki,11,Pulo Gebang - Matraman,1.0,P00270,Walikota Jakarta Timur,-6.21254,106.94537,13,2023-04-18 18:20:51,P00194,Pulo Gebang,-6.213275,106.953327,14.0,2023-04-18 19:22:43,3500.0,2023-04-18,18,Tuesday,0,61.86666666666667,0.8833702061153006,0.8567167947238907
bni,10B,Rusun Cipinang Besar Selatan - Penas Kalimalang,1.0,B00264P,Cipinang Kb. Nanas 1,-6.231595,106.87615,2,2023-04-18 20:13:13,B00265P,Cipinang Kb. Nanas 2,-6.231453,106.87647,3.0,2023-04-18 21:50:27,0.0,2023-04-18,20,Tuesday,0,97.23333333333333,0.038736311922463816,0.02390310643141408
dki,13D,Puri Beta - Ragunan,0.0,P00044,CSW 1,-6.23994,106.79843,9,2023-04-18 17:13:20,P00200,Rawa Barat,-6.238947,106.81624,11.0,2023-04-18 18:26:26,3500.0,2023-04-18,17,Tuesday,0,73.1,1.9717446737496336,1.618395081053051
dki,JAK.29,Tanjung Priok - Sukapura,0.0,B01325P,Jln. Lorong 22,-6.108141,106.89932,42,2023-04-18 18:08:44,B05728P,Term. Tj. Priok 1,-6.1098,106.88118,50.0,2023-04-18 19:43:24,0.0,2023-04-18,18,Tuesday,0,94.66666666666667,2.014087391212385,1.2765342620360185
dki,1Q,Rempoa - Blok M,1.0,B02373P,Masjid Pondok Indah 1,-6.261581,106.78234,14,2023-04-18 19:59:42,B01905P,Kel. Bintaro,-6.273047,106.76405,26.0,2023-04-18 21:51:53,3500.0,2023-04-18,19,Tuesday,0,112.18333333333334,2.3900613395709156,1.2782975519915756
emoney,11P,Rusun Pondok Bambu - Walikota Jakarta Timur,1.0,B06666P,Kodim 0505 1,-6.211958,106.94722,1,2023-04-18 19:18:30,B06665P,Pengadilan Negeri Jaktim 2,-6.212604,106.94082,4.0,2023-04-18 20:48:22,0.0,2023-04-18,19,Tuesday,0,89.86666666666666,0.7111059193421121,0.47477398175660307
dki,JAK.36,Cilangkap - Cililitan,0.0,B05110P,Simpang Raya Bogor Cililitan,-6.264191,106.86585,42,2023-04-18 17:07:43,B02637P,Ps. Kramat Jati 1,-6.269058,106.86691,44.0,2023-04-18 18:06:30,0.0,2023-04-18,17,Tuesday,0,58.78333333333333,0.5537228397039377,0.5651835052265879
dki,JAK.113,Rusun Sindang Koja - Kp. Sawah,1.0,B06164P,Jln. B Lagoa Terusan 2,-6.108628,106.91505,13,2023-04-18 19:51:01,B06165P,Jln. Cilincing Raya 1,-6.108981,106.90852,15.0,2023-04-18 21:36:59,0.0,2023-04-18,19,Tuesday,0,105.96666666666667,0.7230459831582252,0.4094000533767868
bni,2B,Harapan Indah - ASMI,0.0,B03090P,Raya Penggilingan,-6.183068,106.93194,15,2023-04-19 09:41:01,B03152P,RS Mediros,-6.179626,106.90387,22.0,2023-04-19 10:16:40,3500.0,2023-04-19,9,Wednesday,0,35.65,3.126608792921128,5.262174686543273
flazz,M7,Kampung Rambutan - Monas,1.0,P00018,BNN Arah Barat,-6.24651,106.87318,17,2023-04-19 09:27:44,P00033,Cawang UKI,-6.250309,106.8736,18.0,2023-04-19 11:01:27,3500.0,2023-04-19,9,Wednesday,0,93.71666666666667,0.42497286081256624,0.27207937025168744
dki,1T,Cibubur - Balai Kota,0.0,B05502P,St. Sudirman 2,-6.201883,106.82277,9,2023-04-19 06:25:00,B05774P,Tosari 2,-6.198915,106.82295,10.0,2023-04-19 06:53:04,20000.0,2023-04-19,6,Wednesday,0,28.066666666666666,0.33062584461050876,0.7068010929915864
dki,JAK.58,Cilincing - Rorotan,0.0,B00455P,Gg. H. Abdullah Marunda,-6.125838,106.95684,39,2023-04-19 08:19:07,B00435P,Gg. Damai I Rorotan,-6.150802,106.95604,64.0,2023-04-19 09:59:50,0.0,2023-04-19,8,Wednesday,0,100.71666666666667,2.777278841676617,1.6545099834578558
online,2E,Rusun Rawa Bebek - Kodamar,0.0,B00788P,IGI,-6.182981,106.91917,21,2023-04-19 08:49:04,B03003P,Pulo Mas 2,-6.174677,106.892419,28.0,2023-04-19 09:28:20,0.0,2023-04-19,8,Wednesday,0,39.266666666666666,3.098095509221126,4.733932017485592
dki,JAK.15,Bulak Turi - Tanjung Priok,0.0,B00925P,Jln. Belimbing Terusan,-6.115462,106.92147,30,2023-04-19 07:32:26,B01056P,Jln. Elpa Putih II,-6.110053,106.88721,50.0,2023-04-19 08:51:02,0.0,2023-04-19,7,Wednesday,0,78.6,3.835331395852509,2.927733889963748
dki,1H,Tanah Abang - Stasiun Gondangdia,1.0,B05315P,SMKN 38,-6.181971,106.8174,4,2023-04-19 06:55:31,B00323P,DPRD DKI Jakarta,-6.182886,106.82851,9.0,2023-04-19 08:21:26,3500.0,2023-04-19,6,Wednesday,0,85.91666666666667,1.2323977440258942,0.8606463391839416
online,T11,Poris Plawad - Bundaran Senayan,1.0,B03431P,SDN Sukasari Enam 2,-6.189308,106.64182,19,2023-04-19 06:32:10,B02185P,Mall Bale Kota,-6.181306,106.64346,20.0,2023-04-19 08:11:37,3500.0,2023-04-19,6,Wednesday,0,99.45,0.9080642358905637,0.5478517260274894
dki,,,0.0,P00269,Velodrome,-6.193468,106.8883,3,2023-04-19 06:59:21,B00604P,Gedung Wanita,-6.200921,106.83624,16.0,2023-04-19 07:55:53,3500.0,2023-04-19,6,Wednesday,0,56.53333333333333,5.814343681527898,6.1708836242631
flazz,M13,Puri Beta 2 - Tendean,0.0,P00043,Cipulir,-6.237818,106.76541,5,2023-04-19 07:54:24,P00254,Tendean,-6.240213,106.83102,12.0,2023-04-19 09:40:09,3500.0,2023-04-19,7,Wednesday,0,105.75,7.257177268491116,4.117547386377939
dki,8D,Joglo - Blok M,0.0,B02752P,Permata Hijau RS Medika 1,-6.218855,106.77808,16,2023-04-19 08:34:48,B01600P,Jln. Sukabumi Selatan,-6.216704,106.76921,20.0,2023-04-19 10:08:23,3500.0,2023-04-19,8,Wednesday,0,93.58333333333333,1.0092480249032403,0.647069080970911
online,M7B,BKN - Blok M,1.0,B01403P,Jln. Minyak Raya,-6.253372,106.83813,22,2023-04-19 08:31:25,B05517P,STEKPI,-6.255574,106.84966,26.0,2023-04-19 09:53:19,,2023-04-19,8,Wednesday,0,81.9,1.2977540871550712,0.9507355949854002
bni,JAK.41,Kampung Melayu - Pulo Gadung,1.0,B00920P,Jln. Bekasi Timur I Jatinegara,-6.215457,106.87083,30,2023-04-19 08:55:15,,Sbr. Ps. Rawa Bening,-6.216795,106.87037,31.0,2023-04-19 09:31:33,0.0,2023-04-19,8,Wednesday,0,36.3,0.15722833353341534,0.2598815430304386
dki,4B,Stasiun Manggarai - UI,1.0,B00105P,Balai Sudirman,-6.227043,106.84742,38,2023-04-19 09:04:35,B03334P,SDN 01 02 03,-6.219572,106.845492,41.0,2023-04-19 10:31:13,3500.0,2023-04-19,9,Wednesday,0,86.63333333333334,0.8576390732718597,0.5939785809501145
dki,JAK.08,Roxy - Benhil,1.0,B02558P,Pam Jaya DKI,-6.203455,106.80794,8,2023-04-19 08:59:11,B00600P,Gedung Pompa Cideng Siantar,-6.173284,106.80669,30.0,2023-04-19 10:29:32,0.0,2023-04-19,8,Wednesday,0,90.35,3.3577067567570533,2.2297997277855366
dki,13B,Puri Beta - Pancoran Barat,1.0,P00254,Tendean,-6.240213,106.83102,2,2023-04-19 06:43:03,P00001,Adam Malik,-6.236466,106.74786,13.0,2023-04-19 07:44:38,3500.0,2023-04-19,6,Wednesday,0,61.583333333333336,9.201651570763241,8.965073248916823
dki,7A,Kampung Rambutan - Lebak Bulus,0.0,B00824P,Jaha,-6.292428,106.81245,22,2023-04-19 08:54:31,B03177P,RS Siloam,-6.292071,106.78467,29.0,2023-04-19 09:56:03,3500.0,2023-04-19,8,Wednesday,0,61.53333333333333,3.0706429128998467,2.994126350606568
dki,JAK.39,Kalimalang - Duren Sawit,0.0,B05378P,SMPN 252,-6.239351,106.94234,39,2023-04-19 06:16:21,B01984P,Klapa Village Pondok Kelapa,-6.238159,106.94153,41.0,2023-04-19 06:45:36,0.0,2023-04-19,6,Wednesday,0,29.25,0.1599513317920371,0.3281052959836659
dki,JAK.34,Rawamangun - Klender,1.0,B05422P,STAI Az Ziyadah 2,-6.222785,106.90469,18,2023-04-19 06:06:39,B05915P,Yayasan Asih Budi,-6.229867,106.92007,30.0,2023-04-19 07:05:03,0.0,2023-04-19,6,Wednesday,0,58.4,1.8736154264395046,1.924947355930998
emoney,JAK.01,Tanjung Priok - Plumpang,1.0,B01705P,Jln. Warakas II,-6.117016,106.88045,20,2023-04-19 08:14:03,B05729P,Term. Tj. Priok 2,-6.109718,106.8834,30.0,2023-04-19 10:13:42,0.0,2023-04-19,8,Wednesday,0,119.65,0.8745931996728419,0.4385757791923987
dki,3,Kalideres - Bundaran HI via Veteran,1.0,P00050,Dispenda Samsat Barat,-6.154634,106.7381,9,2023-04-19 06:11:12,P00175,Pesakih,-6.154803,106.71527,13.0,2023-04-19 08:10:35,3500.0,2023-04-19,6,Wednesday,0,119.38333333333334,2.524017772052674,1.2685277089752374
bni,4C,TU Gas - Bundaran Senayan,0.0,P00152,Pasar Genjing,-6.194446,106.86092,9,2023-04-19 06:21:14,P00135,Matraman 2,-6.19891,106.8545,10.0,2023-04-19 07:05:06,3500.0,2023-04-19,6,Wednesday,0,43.86666666666667,0.8660612051790142,1.184582195533606
brizzi,JAK.86,Term. Rawamangun - Term. Manggarai,0.0,B01011P,Jln. Cipinang Timur Persahabatan,-6.202447,106.89344,6,2023-04-19 07:11:19,B00356P,Flyover Jatinegara Atas,-6.214553,106.87388,16.0,2023-04-19 08:19:08,0.0,2023-04-19,7,Wednesday,0,67.81666666666666,2.547004978802343,2.25343276571355
dki,4D,Pulo Gadung 2 - Kuningan,0.0,P00047,Departemen Kesehatan,-6.228794,106.833205,19,2023-04-19 06:02:47,P00160,Patra Kuningan,-6.232677,106.832087,20.0,2023-04-19 06:49:47,3500.0,2023-04-19,6,Wednesday,0,47.0,0.44910761907345176,0.5733288754129171
bni,JAK.14,Tanah Abang - Meruya,0.0,B00825P,Jak Lingko Tanah Abang 2,-6.183885,106.81165,1,2023-04-19 07:16:56,B04358P,Sbr. SDN Palmerah 07,-6.205628,106.79661,21.0,2023-04-19 08:58:21,0.0,2023-04-19,7,Wednesday,0,101.41666666666667,2.93420995793859,1.7359335823465774
emoney,10A,Rusun Marunda - Tanjung Priok,0.0,B05078P,Simpang Pitungan,-6.100212,106.9606,2,2023-04-19 08:32:40,P00055,Enggano,-6.11015,106.89242,6.0,2023-04-19 10:16:42,0.0,2023-04-19,8,Wednesday,0,104.03333333333333,7.618837583170016,4.394074863731506
dki,11P,Rusun Pondok Bambu - Walikota Jakarta Timur,1.0,B05660P,Taman Ut Aheme,-6.227704,106.92256,14,2023-04-19 09:44:30,B04518P,Sbr. Swadaya Raya,-6.228578,106.91633,16.0,2023-04-19 10:22:05,0.0,2023-04-19,9,Wednesday,0,37.583333333333336,0.6954792896478659,1.1102995311451518
emoney,11Q,Kampung Melayu - Pulo Gebang via BKT,0.0,B05318P,SMKN 48,-6.219401,106.92361,6,2023-04-19 06:21:50,B02308P,Masjid Jami Al Barkah 2,-6.229538,106.91204,13.0,2023-04-19 06:54:50,3500.0,2023-04-19,6,Wednesday,0,33.0,1.7047672287883315,3.099576779615148
dki,M1H,Tanah Abang - St. Gondangdia,1.0,B01968P,Kementerian ESDM,-6.183203,106.82382,6,2023-04-19 06:47:50,B05445P,St. Gondangdia 2,-6.185054,106.8323,11.0,2023-04-19 07:37:47,,2023-04-19,6,Wednesday,0,49.95,0.9597746805584606,1.152882499169322
online,JAK.72,Kampung Rambutan - Pasar Rebo via Poncol,0.0,B03913P,Sbr. Kel. Ciracas,-6.32881,106.87779,14,2023-04-19 07:43:58,B02090P,KPP Pratama Pasar Rebo,-6.301337,106.86865,45.0,2023-04-19 09:00:17,0.0,2023-04-19,7,Wednesday,0,76.31666666666666,3.2175411612388594,2.5296239747673934
dki,JAK.44,Andara - Stasiun Universitas Pancasila,1.0,B01472P,Jln. Pepaya V Jagakarsa,-6.320652,106.81847,21,2023-04-19 06:20:13,B02713P,Pemadam Jagakarsa,-6.315585,106.81166,26.0,2023-04-19 07:24:04,0.0,2023-04-19,6,Wednesday,0,63.85,0.9401657100118223,0.8834760000111094
dki,JAK.74,Terminal Rawamangun - Cipinang Muara,0.0,B02758P,Persahabatan,-6.20222,106.88512,13,2023-04-19 09:18:52,B03223P,Rukan Balai Pustaka,-6.198484,106.88611,17.0,2023-04-19 10:47:19,0.0,2023-04-19,9,Wednesday,0,88.45,0.4295977238236947,0.2914173366808557
dki,JAK.40,Harapan Baru - Pulo Gebang via Rawa Kuning,0.0,P00117,Kota Harapan Indah 2,-6.193912,106.97356,2,2023-04-19 08:27:22,B05202P,Simpang Tiga Pulo Gebang Raya,-6.206982,106.95468,20.0,2023-04-19 09:22:27,0.0,2023-04-19,8,Wednesday,0,55.083333333333336,2.543232575152306,2.7702382059147657
bni,7A,Kampung Rambutan - Lebak Bulus,0.0,,Plaza Oleos,-6.29771,106.82965,17,2023-04-19 06:19:52,B01775P,JGC Indonesia,-6.292627,106.80196,24.0,2023-04-19 07:53:57,3500.0,2023-04-19,6,Wednesday,0,94.08333333333333,3.1121756504055305,1.984735578646574
dki,JAK.10,Tanah Abang - Kota,1.0,B05448P,St. Jakarta Kota Baru,-6.137749,106.81631,10,2023-04-19 09:49:27,B01885P,Kec. Sawah Besar,-6.151629,106.8274,19.0,2023-04-19 11:36:11,0.0,2023-04-19,9,Wednesday,0,106.73333333333333,1.9711111820282725,1.108057503950934
dki,JAK.41,Kampung Melayu - Pulo Gadung,0.0,B05479P,St. LRT Velodrome 3,-6.19151,106.89108,37,2023-04-19 06:33:35,B02999P,Pulo Gadung 4,-6.184383,106.90798,46.0,2023-04-19 07:32:10,0.0,2023-04-19,6,Wednesday,0,58.583333333333336,2.0293780973177475,2.078452674351036
dki,5,Matraman Baru - Ancol,0.0,P00140,Pademangan,-6.133704,106.83164,13,2023-04-19 09:23:42,P00003,Ancol,-6.127563,106.83039,14.0,2023-04-19 10:09:07,3500.0,2023-04-19,9,Wednesday,0,45.416666666666664,0.6966924334992141,0.9204010130631819
emoney,1,Blok M - Kota,0.0,P00293,Sawah Besar Arah Utara,-6.157418,106.81846,15,2023-04-19 07:50:31,P00139,Olimo,-6.1493,106.81669,17.0,2023-04-19 08:59:01,3500.0,2023-04-19,7,Wednesday,0,68.5,0.9236465860109527,0.8090335059949951
